month,race_id,variant,policy,target,head_bust,candidate_sets,actual,set_match,eligible_count,picks,pick_odds,ticket_count,bet,hit,stake,pay
2026_02,4420260202010007,OH_HIGH,MKT1,2,0.0,4-5-7,5-2-3,0.0,6,5-4-7,51.60,1,1,0,100,0
2026_02,4420260202010007,OH_HIGH,MKT2,2,0.0,4-5-7,5-2-3,0.0,6,5-4-7|5-7-4,51.60|63.30,2,1,0,200,0
2026_02,3820260131030005,BASE,MKT1,5,1.0,2-3-7,3-2-1,0.0,2,7-2-3,38.80,1,1,0,100,0
2026_02,3820260131030005,BASE,MKT2,5,1.0,2-3-7,3-2-1,0.0,2,7-2-3|7-3-2,38.80|51.40,2,1,0,200,0
2026_02,3820260131030005,OH_HIGH,MKT1,5,1.0,2-3-7,3-2-1,0.0,2,7-2-3,38.80,1,1,0,100,0
2026_02,3820260131030005,OH_HIGH,MKT2,5,1.0,2-3-7,3-2-1,0.0,2,7-2-3|7-3-2,38.80|51.40,2,1,0,200,0
2026_02,3820260131030007,BASE,MKT1,5,1.0,2-3-6|1-2-6,2-6-4,0.0,12,2-3-6,44.20,1,1,0,100,0
2026_02,3820260131030007,BASE,MKT2,5,1.0,2-3-6|1-2-6,2-6-4,0.0,12,2-3-6|2-6-3,44.20|47.70,2,1,0,200,0
2026_02,3820260131030007,OH_HIGH,MKT1,5,1.0,,2-6-4,0.0,0,,,0,0,0,0,0
2026_02,3820260131030007,OH_HIGH,MKT2,5,1.0,,2-6-4,0.0,0,,,0,0,0,0,0
2026_02,2320260131030001,BASE,MKT1,2,1.0,,1-3-5,0.0,0,,,0,0,0,0,0
2026_02,2320260131030001,BASE,MKT2,2,1.0,,1-3-5,0.0,0,,,0,0,0,0,0
2026_02,2320260131030001,OH_HIGH,MKT1,2,1.0,1-3-7,1-3-5,0.0,6,3-1-7,75.80,1,1,0,100,0
2026_02,2320260131030001,OH_HIGH,MKT2,2,1.0,1-3-7,1-3-5,0.0,6,3-1-7|3-7-1,75.80|86.90,2,1,0,200,0
2026_02,2320260131030005,BASE,MKT1,3,0.0,1-4-7,3-7-2,0.0,6,1-7-4,312.50,1,1,0,100,0
2026_02,2320260131030005,BASE,MKT2,3,0.0,1-4-7,3-7-2,0.0,6,1-7-4|1-4-7,312.50|367.20,2,1,0,200,0
2026_02,2320260131030005,OH_HIGH,MKT1,3,0.0,2-4-7|4-5-7,3-7-2,0.0,12,2-7-4,56.20,1,1,0,100,0
2026_02,2320260131030005,OH_HIGH,MKT2,3,0.0,2-4-7|4-5-7,3-7-2,0.0,12,2-7-4|7-2-4,56.20|141.40,2,1,0,200,0
2026_02,2320260131030006,BASE,MKT1,7,0.0,1-2-3|1-2-4,2-4-7,0.0,12,4-2-1,33.30,1,1,0,100,0
2026_02,2320260131030006,BASE,MKT2,7,0.0,1-2-3|1-2-4,2-4-7,0.0,12,4-2-1|2-4-1,33.30|37.00,2,1,0,200,0
2026_02,2320260131030006,OH_HIGH,MKT1,7,0.0,,2-4-7,0.0,0,,,0,0,0,0,0
2026_02,2320260131030006,OH_HIGH,MKT2,7,0.0,,2-4-7,0.0,0,,,0,0,0,0,0
2026_02,2320260131030007,BASE,MKT1,3,1.0,1-5-7,1-7-6,0.0,5,7-1-5,43.10,1,1,0,100,0
2026_02,2320260131030007,BASE,MKT2,3,1.0,1-5-7,1-7-6,0.0,5,7-1-5|5-7-1,43.10|57.90,2,1,0,200,0
2026_02,2320260131030007,OH_HIGH,MKT1,3,1.0,1-5-7|1-4-7,1-7-6,0.0,11,7-1-5,43.10,1,1,0,100,0
2026_02,2320260131030007,OH_HIGH,MKT2,3,1.0,1-5-7|1-4-7,1-7-6,0.0,11,7-1-5|5-7-1,43.10|57.90,2,1,0,200,0
2026_02,2420260131030001,BASE,MKT1,5,1.0,1-2-7,6-1-3,0.0,6,1-2-7,146.10,1,1,0,100,0
2026_02,2420260131030001,BASE,MKT2,5,1.0,1-2-7,6-1-3,0.0,6,1-2-7|2-1-7,146.10|211.90,2,1,0,200,0
2026_02,2420260131030001,OH_HIGH,MKT1,5,1.0,1-2-4,6-1-3,0.0,5,1-2-4,54.20,1,1,0,100,0
2026_02,2420260131030001,OH_HIGH,MKT2,5,1.0,1-2-4,6-1-3,0.0,5,1-2-4|2-1-4,54.20|117.50,2,1,0,200,0
2026_02,2420260131030002,BASE,MKT1,2,0.0,4-5-7,7-2-5,0.0,6,7-5-4,79.00,1,1,0,100,0
2026_02,2420260131030002,BASE,MKT2,2,0.0,4-5-7,7-2-5,0.0,6,7-5-4|7-4-5,79.00|118.80,2,1,0,200,0
2026_02,2420260131030002,OH_HIGH,MKT1,2,0.0,4-5-7,7-2-5,0.0,6,7-5-4,79.00,1,1,0,100,0
2026_02,2420260131030002,OH_HIGH,MKT2,2,0.0,4-5-7,7-2-5,0.0,6,7-5-4|7-4-5,79.00|118.80,2,1,0,200,0
2026_02,2420260131030003,BASE,MKT1,3,1.0,1-2-5,7-5-1,0.0,6,5-1-2,67.60,1,1,0,100,0
2026_02,2420260131030003,BASE,MKT2,3,1.0,1-2-5,7-5-1,0.0,6,5-1-2|5-2-1,67.60|73.50,2,1,0,200,0
2026_02,2420260131030003,OH_HIGH,MKT1,3,1.0,,7-5-1,0.0,0,,,0,0,0,0,0
2026_02,2420260131030003,OH_HIGH,MKT2,3,1.0,,7-5-1,0.0,0,,,0,0,0,0,0
2026_02,2420260131030004,BASE,MKT1,4,0.0,1-3-7,4-7-1,0.0,6,7-1-3,90.90,1,1,0,100,0
2026_02,2420260131030004,BASE,MKT2,4,0.0,1-3-7,4-7-1,0.0,6,7-1-3|3-7-1,90.90|104.30,2,1,0,200,0
2026_02,2420260131030004,OH_HIGH,MKT1,4,0.0,,4-7-1,0.0,0,,,0,0,0,0,0
2026_02,2420260131030004,OH_HIGH,MKT2,4,0.0,,4-7-1,0.0,0,,,0,0,0,0,0
2026_02,5520260202010001,BASE,MKT1,2,1.0,4-5-7,5-4-6,0.0,4,4-5-7,60.40,1,1,0,100,0
2026_02,5520260202010001,BASE,MKT2,2,1.0,4-5-7,5-4-6,0.0,4,4-5-7|7-5-4,60.40|79.00,2,1,0,200,0
2026_02,5520260202010001,OH_HIGH,MKT1,2,1.0,4-5-7,5-4-6,0.0,4,4-5-7,60.40,1,1,0,100,0
2026_02,5520260202010001,OH_HIGH,MKT2,2,1.0,4-5-7,5-4-6,0.0,4,4-5-7|7-5-4,60.40|79.00,2,1,0,200,0
2026_02,6220260203010007,BASE,MKT1,7,0.0,1-2-4,5-1-7,0.0,6,1-4-2,77.90,1,1,0,100,0
2026_02,6220260203010007,BASE,MKT2,7,0.0,1-2-4,5-1-7,0.0,6,1-4-2|1-2-4,77.90|183.10,2,1,0,200,0
2026_02,6220260203010007,OH_HIGH,MKT1,7,0.0,1-4-5,5-1-7,0.0,5,1-5-4,31.30,1,1,0,100,0
2026_02,6220260203010007,OH_HIGH,MKT2,7,0.0,1-4-5,5-1-7,0.0,5,1-5-4|1-4-5,31.30|41.30,2,1,0,200,0
2026_02,6220260203010008,BASE,MKT1,2,0.0,1-5-7,2-4-1,0.0,6,5-7-1,82.60,1,1,0,100,0
2026_02,6220260203010008,BASE,MKT2,2,0.0,1-5-7,2-4-1,0.0,6,5-7-1|5-1-7,82.60|133.70,2,1,0,200,0
2026_02,6220260203010008,OH_HIGH,MKT1,2,0.0,1-5-7,2-4-1,0.0,6,5-7-1,82.60,1,1,0,100,0
2026_02,6220260203010008,OH_HIGH,MKT2,2,0.0,1-5-7,2-4-1,0.0,6,5-7-1|5-1-7,82.60|133.70,2,1,0,200,0
2026_02,2720260203010005,BASE,MKT1,4,0.0,1-2-7,5-1-4,0.0,6,7-1-2,82.90,1,1,0,100,0
2026_02,2720260203010005,BASE,MKT2,4,0.0,1-2-7,5-1-4,0.0,6,7-1-2|7-2-1,82.90|99.30,2,1,0,200,0
2026_02,2720260203010005,OH_HIGH,MKT1,4,0.0,1-2-7,5-1-4,0.0,6,7-1-2,82.90,1,1,0,100,0
2026_02,2720260203010005,OH_HIGH,MKT2,4,0.0,1-2-7,5-1-4,0.0,6,7-1-2|7-2-1,82.90|99.30,2,1,0,200,0
2026_02,8720260203010001,BASE,MKT1,1,0.0,4-5-6,1-4-2,0.0,6,4-6-5,149.90,1,1,0,100,0
2026_02,8720260203010001,BASE,MKT2,1,0.0,4-5-6,1-4-2,0.0,6,4-6-5|4-5-6,149.90|157.10,2,1,0,200,0
2026_02,8720260203010001,OH_HIGH,MKT1,1,0.0,,1-4-2,0.0,0,,,0,0,0,0,0
2026_02,8720260203010001,OH_HIGH,MKT2,1,0.0,,1-4-2,0.0,0,,,0,0,0,0,0
2026_02,8720260203010004,BASE,MKT1,7,0.0,1-2-3|1-2-5,1-7-2,0.0,12,5-1-2,124.10,1,1,0,100,0
2026_02,8720260203010004,BASE,MKT2,7,0.0,1-2-3|1-2-5,1-7-2,0.0,12,5-1-2|1-5-2,124.10|150.30,2,1,0,200,0
2026_02,8720260203010004,OH_HIGH,MKT1,7,0.0,1-2-3|1-2-5,1-7-2,0.0,12,5-1-2,124.10,1,1,0,100,0
2026_02,8720260203010004,OH_HIGH,MKT2,7,0.0,1-2-3|1-2-5,1-7-2,0.0,12,5-1-2|1-5-2,124.10|150.30,2,1,0,200,0
2026_03,6220260228020001,BASE,MKT1,7,1.0,2-4-5,1-5-2,0.0,6,2-5-4,87.10,1,1,0,100,0
2026_03,6220260228020001,BASE,MKT2,7,1.0,2-4-5,1-5-2,0.0,6,2-5-4|5-2-4,87.10|90.00,2,1,0,200,0
2026_03,6220260228020001,OH_HIGH,MKT1,7,1.0,1-2-5,1-5-2,1.0,5,5-2-1,30.00,1,1,0,100,0
2026_03,6220260228020001,OH_HIGH,MKT2,7,1.0,1-2-5,1-5-2,1.0,5,5-2-1|1-5-2,30.00|32.40,2,1,1,200,3240
2026_03,6220260228020002,BASE,MKT1,1,0.0,2-3-5,5-1-4,0.0,6,5-2-3,44.90,1,1,0,100,0
2026_03,6220260228020002,BASE,MKT2,1,0.0,2-3-5,5-1-4,0.0,6,5-2-3|5-3-2,44.90|74.30,2,1,0,200,0
2026_03,6220260228020002,OH_HIGH,MKT1,1,0.0,2-3-5|3-5-7,5-1-4,0.0,12,5-2-3,44.90,1,1,0,100,0
2026_03,6220260228020002,OH_HIGH,MKT2,1,0.0,2-3-5|3-5-7,5-1-4,0.0,12,5-2-3|5-3-2,44.90|74.30,2,1,0,200,0
2026_03,6220260228020003,BASE,MKT1,7,0.0,2-3-4,4-7-2,0.0,6,4-2-3,122.60,1,1,0,100,0
2026_03,6220260228020003,BASE,MKT2,7,0.0,2-3-4,4-7-2,0.0,6,4-2-3|2-4-3,122.60|216.80,2,1,0,200,0
2026_03,6220260228020003,OH_HIGH,MKT1,7,0.0,,4-7-2,0.0,0,,,0,0,0,0,0
2026_03,6220260228020003,OH_HIGH,MKT2,7,0.0,,4-7-2,0.0,0,,,0,0,0,0,0
2026_03,6220260228020004,BASE,MKT1,7,,1-2-4,,,6,2-4-1,34.80,1,1,0,100,0
2026_03,6220260228020004,BASE,MKT2,7,,1-2-4,,,6,2-4-1|2-1-4,34.80|60.40,2,1,0,200,0
2026_03,6220260228020004,OH_HIGH,MKT1,7,,1-2-4,,,6,2-4-1,34.80,1,1,0,100,0
2026_03,6220260228020004,OH_HIGH,MKT2,7,,1-2-4,,,6,2-4-1|2-1-4,34.80|60.40,2,1,0,200,0
2026_03,6220260228020005,BASE,MKT1,5,0.0,3-4-7,3-1-5,0.0,6,3-7-4,148.60,1,1,0,100,0
2026_03,6220260228020005,BASE,MKT2,5,0.0,3-4-7,3-1-5,0.0,6,3-7-4|7-3-4,148.60|181.90,2,1,0,200,0
2026_03,6220260228020005,OH_HIGH,MKT1,5,0.0,1-3-7|2-3-7,3-1-5,0.0,10,3-7-2,43.60,1,1,0,100,0
2026_03,6220260228020005,OH_HIGH,MKT2,5,0.0,1-3-7|2-3-7,3-1-5,0.0,10,3-7-2|7-3-2,43.60|48.90,2,1,0,200,0
2026_03,6220260228020006,BASE,MKT1,5,0.0,,3-7-5,0.0,0,,,0,0,0,0,0
2026_03,6220260228020006,BASE,MKT2,5,0.0,,3-7-5,0.0,0,,,0,0,0,0,0
2026_03,6220260228020006,OH_HIGH,MKT1,5,0.0,2-3-4,3-7-5,0.0,6,2-3-4,125.00,1,1,0,100,0
2026_03,6220260228020006,OH_HIGH,MKT2,5,0.0,2-3-4,3-7-5,0.0,6,2-3-4|3-2-4,125.00|168.20,2,1,0,200,0
2026_03,2720260301010007,BASE,MKT1,1,0.0,3-4-5,1-4-5,0.0,6,4-3-5,100.30,1,1,0,100,0
2026_03,2720260301010007,BASE,MKT2,1,0.0,3-4-5,1-4-5,0.0,6,4-3-5|3-4-5,100.30|146.00,2,1,0,200,0
2026_03,2720260301010007,OH_HIGH,MKT1,1,0.0,2-4-7,1-4-5,0.0,6,4-2-7,443.30,1,1,0,100,0
2026_03,2720260301010007,OH_HIGH,MKT2,1,0.0,2-4-7,1-4-5,0.0,6,4-2-7|4-7-2,443.30|488.30,2,1,0,200,0
2026_03,2720260301010008,BASE,MKT1,5,0.0,1-4-7,1-5-4,0.0,6,4-7-1,580.00,1,1,0,100,0
2026_03,2720260301010008,BASE,MKT2,5,0.0,1-4-7,1-5-4,0.0,6,4-7-1|4-1-7,580.00|659.00,2,1,0,200,0
2026_03,2720260301010008,OH_HIGH,MKT1,5,0.0,,1-5-4,0.0,0,,,0,0,0,0,0
2026_03,2720260301010008,OH_HIGH,MKT2,5,0.0,,1-5-4,0.0,0,,,0,0,0,0,0
2026_03,2720260301010009,BASE,MKT1,1,1.0,4-5-7,3-7-5,0.0,6,7-5-4,76.40,1,1,0,100,0
2026_03,2720260301010009,BASE,MKT2,1,1.0,4-5-7,3-7-5,0.0,6,7-5-4|7-4-5,76.40|92.50,2,1,0,200,0
2026_03,2720260301010009,OH_HIGH,MKT1,1,1.0,3-5-7|4-5-7,3-7-5,1.0,12,3-5-7,36.40,1,1,0,100,0
2026_03,2720260301010009,OH_HIGH,MKT2,1,1.0,3-5-7|4-5-7,3-7-5,1.0,12,3-5-7|5-3-7,36.40|36.50,2,1,0,200,0
2026_03,2720260301010011,BASE,MKT1,1,1.0,,6-4-2,0.0,0,,,0,0,0,0,0
2026_03,2720260301010011,BASE,MKT2,1,1.0,,6-4-2,0.0,0,,,0,0,0,0,0
2026_03,2720260301010011,OH_HIGH,MKT1,1,1.0,,6-4-2,0.0,0,,,0,0,0,0,0
2026_03,2720260301010011,OH_HIGH,MKT2,1,1.0,,6-4-2,0.0,0,,,0,0,0,0,0
2026_03,5620260301010003,BASE,MKT1,3,1.0,1-2-5,2-5-1,1.0,6,2-1-5,66.30,1,1,0,100,0
2026_03,5620260301010003,BASE,MKT2,3,1.0,1-2-5,2-5-1,1.0,6,2-1-5|2-5-1,66.30|73.70,2,1,1,200,7370
2026_03,5620260301010003,OH_HIGH,MKT1,3,1.0,1-2-4|1-2-5,2-5-1,1.0,12,1-4-2,46.80,1,1,0,100,0
2026_03,5620260301010003,OH_HIGH,MKT2,3,1.0,1-2-4|1-2-5,2-5-1,1.0,12,1-4-2|2-1-4,46.80|62.90,2,1,0,200,0
2026_03,5620260301010004,BASE,MKT1,3,0.0,1-2-6,3-1-2,0.0,6,1-2-6,69.00,1,1,0,100,0
2026_03,5620260301010004,BASE,MKT2,3,0.0,1-2-6,3-1-2,0.0,6,1-2-6|1-6-2,69.00|86.00,2,1,0,200,0
2026_03,5620260301010004,OH_HIGH,MKT1,3,0.0,1-2-5|1-2-6,3-1-2,0.0,12,1-2-6,69.00,1,1,0,100,0
2026_03,5620260301010004,OH_HIGH,MKT2,3,0.0,1-2-5|1-2-6,3-1-2,0.0,12,1-2-6|2-5-1,69.00|72.00,2,1,0,200,0
2026_03,7320260301010002,BASE,MKT1,1,0.0,2-3-4|2-3-5,3-2-1,0.0,12,3-4-2,46.00,1,1,0,100,0
2026_03,7320260301010002,BASE,MKT2,1,0.0,2-3-4|2-3-5,3-2-1,0.0,12,3-4-2|4-3-2,46.00|50.40,2,1,0,200,0
2026_03,7320260301010002,OH_HIGH,MKT1,1,0.0,2-3-4,3-2-1,0.0,6,3-4-2,46.00,1,1,0,100,0
2026_03,7320260301010002,OH_HIGH,MKT2,1,0.0,2-3-4,3-2-1,0.0,6,3-4-2|4-3-2,46.00|50.40,2,1,0,200,0
2026_03,7320260301010003,BASE,MKT1,1,0.0,2-3-4,1-2-5,0.0,6,3-4-2,31.20,1,1,0,100,0
2026_03,7320260301010003,BASE,MKT2,1,0.0,2-3-4,1-2-5,0.0,6,3-4-2|3-2-4,31.20|39.60,2,1,0,200,0
2026_03,7320260301010003,OH_HIGH,MKT1,1,0.0,2-3-4,1-2-5,0.0,6,3-4-2,31.20,1,1,0,100,0
2026_03,7320260301010003,OH_HIGH,MKT2,1,0.0,2-3-4,1-2-5,0.0,6,3-4-2|3-2-4,31.20|39.60,2,1,0,200,0
2026_03,7320260301010005,BASE,MKT1,2,0.0,1-3-4,1-2-3,0.0,6,1-3-4,61.00,1,1,0,100,0
2026_03,7320260301010005,BASE,MKT2,2,0.0,1-3-4,1-2-3,0.0,6,1-3-4|3-1-4,61.00|69.30,2,1,0,200,0
2026_03,7320260301010005,OH_HIGH,MKT1,2,0.0,1-3-5,1-2-3,0.0,6,1-3-5,38.40,1,1,0,100,0
2026_03,7320260301010005,OH_HIGH,MKT2,2,0.0,1-3-5,1-2-3,0.0,6,1-3-5|1-5-3,38.40|49.80,2,1,0,200,0
2026_03,7320260301010007,BASE,MKT1,1,0.0,,1-3-4,0.0,0,,,0,0,0,0,0
2026_03,7320260301010007,BASE,MKT2,1,0.0,,1-3-4,0.0,0,,,0,0,0,0,0
2026_03,7320260301010007,OH_HIGH,MKT1,1,0.0,2-5-7,1-3-4,0.0,6,7-2-5,206.60,1,1,0,100,0
2026_03,7320260301010007,OH_HIGH,MKT2,1,0.0,2-5-7,1-3-4,0.0,6,7-2-5|7-5-2,206.60|235.30,2,1,0,200,0
2026_03,8320260301010001,BASE,MKT1,6,0.0,,1-4-6,0.0,0,,,0,0,0,0,0
2026_03,8320260301010001,BASE,MKT2,6,0.0,,1-4-6,0.0,0,,,0,0,0,0,0
2026_03,8320260301010001,OH_HIGH,MKT1,6,0.0,1-4-5,1-4-6,0.0,6,1-5-4,33.40,1,1,0,100,0
2026_03,8320260301010001,OH_HIGH,MKT2,6,0.0,1-4-5,1-4-6,0.0,6,1-5-4|1-4-5,33.40|50.80,2,1,0,200,0
2026_03,8320260301010002,BASE,MKT1,3,0.0,1-5-7,1-3-4,0.0,4,5-7-1,41.40,1,1,0,100,0
2026_03,8320260301010002,BASE,MKT2,3,0.0,1-5-7,1-3-4,0.0,4,5-7-1|5-1-7,41.40|96.50,2,1,0,200,0
2026_03,8320260301010002,OH_HIGH,MKT1,3,0.0,1-5-7,1-3-4,0.0,4,5-7-1,41.40,1,1,0,100,0
2026_03,8320260301010002,OH_HIGH,MKT2,3,0.0,1-5-7,1-3-4,0.0,4,5-7-1|5-1-7,41.40|96.50,2,1,0,200,0
2026_03,7520260227030001,BASE,MKT1,7,0.0,1-2-4,7-2-1,0.0,6,2-1-4,446.20,1,1,0,100,0
2026_03,7520260227030001,BASE,MKT2,7,0.0,1-2-4,7-2-1,0.0,6,2-1-4|1-2-4,446.20|566.60,2,1,0,200,0
2026_03,7520260227030001,OH_HIGH,MKT1,7,0.0,1-2-3|1-2-4,7-2-1,0.0,12,3-1-2,120.70,1,1,0,100,0
2026_03,7520260227030001,OH_HIGH,MKT2,7,0.0,1-2-3|1-2-4,7-2-1,0.0,12,3-1-2|1-3-2,120.70|129.00,2,1,0,200,0
2026_03,7520260227030003,BASE,MKT1,1,0.0,4-5-7,4-1-5,0.0,6,4-7-5,31.00,1,1,0,100,0
2026_03,7520260227030003,BASE,MKT2,1,0.0,4-5-7,4-1-5,0.0,6,4-7-5|4-5-7,31.00|56.70,2,1,0,200,0
2026_03,7520260227030003,OH_HIGH,MKT1,1,0.0,2-4-5|4-5-7,4-1-5,0.0,12,4-7-5,31.00,1,1,0,100,0
2026_03,7520260227030003,OH_HIGH,MKT2,1,0.0,2-4-5|4-5-7,4-1-5,0.0,12,4-7-5|4-5-7,31.00|56.70,2,1,0,200,0
2026_03,7520260227030004,BASE,MKT1,1,0.0,2-4-7,4-1-5,0.0,5,2-4-7,67.30,1,1,0,100,0
2026_03,7520260227030004,BASE,MKT2,1,0.0,2-4-7,4-1-5,0.0,5,2-4-7|4-2-7,67.30|89.50,2,1,0,200,0
2026_03,7520260227030004,OH_HIGH,MKT1,1,0.0,2-4-5,4-1-5,0.0,6,2-4-5,198.80,1,1,0,100,0
2026_03,7520260227030004,OH_HIGH,MKT2,1,0.0,2-4-5,4-1-5,0.0,6,2-4-5|4-2-5,198.80|240.20,2,1,0,200,0
2026_03,7520260227030011,BASE,MKT1,6,1.0,1-4-5|1-2-4,1-4-7,0.0,8,4-1-5,39.50,1,1,0,100,0
2026_03,7520260227030011,BASE,MKT2,6,1.0,1-4-5|1-2-4,1-4-7,0.0,8,4-1-5|1-5-4,39.50|51.20,2,1,0,200,0
2026_03,7520260227030011,OH_HIGH,MKT1,6,1.0,1-4-7,1-4-7,1.0,3,4-7-1,83.00,1,1,0,100,0
2026_03,7520260227030011,OH_HIGH,MKT2,6,1.0,1-4-7,1-4-7,1.0,3,4-7-1|7-1-4,83.00|88.50,2,1,0,200,0
2026_03,5320260227030001,BASE,MKT1,5,0.0,2-3-6,6-5-4,0.0,6,3-2-6,82.90,1,1,0,100,0
2026_03,5320260227030001,BASE,MKT2,5,0.0,2-3-6,6-5-4,0.0,6,3-2-6|3-6-2,82.90|88.60,2,1,0,200,0
2026_03,5320260227030001,OH_HIGH,MKT1,5,0.0,3-4-6|2-3-6,6-5-4,0.0,12,6-4-3,40.40,1,1,0,100,0
2026_03,5320260227030001,OH_HIGH,MKT2,5,0.0,3-4-6|2-3-6,6-5-4,0.0,12,6-4-3|4-6-3,40.40|49.40,2,1,0,200,0
2026_03,5320260227030002,BASE,MKT1,5,0.0,,7-5-6,0.0,0,,,0,0,0,0,0
2026_03,5320260227030002,BASE,MKT2,5,0.0,,7-5-6,0.0,0,,,0,0,0,0,0
2026_03,5320260227030002,OH_HIGH,MKT1,5,0.0,1-2-4,7-5-6,0.0,6,1-2-4,215.60,1,1,0,100,0
2026_03,5320260227030002,OH_HIGH,MKT2,5,0.0,1-2-4,7-5-6,0.0,6,1-2-4|2-1-4,215.60|223.90,2,1,0,200,0
2026_03,5320260227030003,BASE,MKT1,1,1.0,,7-3-2,0.0,0,,,0,0,0,0,0
2026_03,5320260227030003,BASE,MKT2,1,1.0,,7-3-2,0.0,0,,,0,0,0,0,0
2026_03,5320260227030003,OH_HIGH,MKT1,1,1.0,2-4-5|4-5-7,7-3-2,0.0,12,5-4-2,37.30,1,1,0,100,0
2026_03,5320260227030003,OH_HIGH,MKT2,1,1.0,2-4-5|4-5-7,7-3-2,0.0,12,5-4-2|4-2-5,37.30|55.70,2,1,0,200,0
2026_03,5320260227030004,BASE,MKT1,3,1.0,1-4-5,4-6-5,0.0,6,1-4-5,59.20,1,1,0,100,0
2026_03,5320260227030004,BASE,MKT2,3,1.0,1-4-5,4-6-5,0.0,6,1-4-5|4-5-1,59.20|60.10,2,1,0,200,0
2026_03,5320260227030004,OH_HIGH,MKT1,3,1.0,1-4-5,4-6-5,0.0,6,1-4-5,59.20,1,1,0,100,0
2026_03,5320260227030004,OH_HIGH,MKT2,3,1.0,1-4-5,4-6-5,0.0,6,1-4-5|4-5-1,59.20|60.10,2,1,0,200,0
2026_03,5320260227030007,BASE,MKT1,3,1.0,2-5-7,7-6-5,0.0,5,7-2-5,50.90,1,1,0,100,0
2026_03,5320260227030007,BASE,MKT2,3,1.0,2-5-7,7-6-5,0.0,5,7-2-5|5-7-2,50.90|209.50,2,1,0,200,0
2026_03,5320260227030007,OH_HIGH,MKT1,3,1.0,2-5-7,7-6-5,0.0,5,7-2-5,50.90,1,1,0,100,0
2026_03,5320260227030007,OH_HIGH,MKT2,3,1.0,2-5-7,7-6-5,0.0,5,7-2-5|5-7-2,50.90|209.50,2,1,0,200,0
2026_03,5520260228020003,BASE,MKT1,7,0.0,3-4-5,3-7-4,0.0,6,4-3-5,113.00,1,1,0,100,0
2026_03,5520260228020003,BASE,MKT2,7,0.0,3-4-5,3-7-4,0.0,6,4-3-5|3-4-5,113.00|154.00,2,1,0,200,0
2026_03,5520260228020003,OH_HIGH,MKT1,7,0.0,3-4-5,3-7-4,0.0,6,4-3-5,113.00,1,1,0,100,0
2026_03,5520260228020003,OH_HIGH,MKT2,7,0.0,3-4-5,3-7-4,0.0,6,4-3-5|3-4-5,113.00|154.00,2,1,0,200,0
2026_03,5520260228020005,BASE,MKT1,7,0.0,1-3-4,7-4-1,0.0,6,4-1-3,244.60,1,1,0,100,0
2026_03,5520260228020005,BASE,MKT2,7,0.0,1-3-4,7-4-1,0.0,6,4-1-3|3-4-1,244.60|348.30,2,1,0,200,0
2026_03,5520260228020005,OH_HIGH,MKT1,7,0.0,1-3-4|3-4-5,7-4-1,0.0,12,4-1-3,244.60,1,1,0,100,0
2026_03,5520260228020005,OH_HIGH,MKT2,7,0.0,1-3-4|3-4-5,7-4-1,0.0,12,4-1-3|3-4-1,244.60|348.30,2,1,0,200,0
2026_03,6220260228030001,BASE,MKT1,4,1.0,1-2-7,1-3-7,0.0,3,1-2-7,46.30,1,1,0,100,0
2026_03,6220260228030001,BASE,MKT2,4,1.0,1-2-7,1-3-7,0.0,3,1-2-7|2-7-1,46.30|118.90,2,1,0,200,0
2026_03,6220260228030001,OH_HIGH,MKT1,4,1.0,1-2-7,1-3-7,0.0,3,1-2-7,46.30,1,1,0,100,0
2026_03,6220260228030001,OH_HIGH,MKT2,4,1.0,1-2-7,1-3-7,0.0,3,1-2-7|2-7-1,46.30|118.90,2,1,0,200,0
2026_03,6220260228030002,BASE,MKT1,7,0.0,3-4-5,5-7-1,0.0,6,4-5-3,81.20,1,1,0,100,0
2026_03,6220260228030002,BASE,MKT2,7,0.0,3-4-5,5-7-1,0.0,6,4-5-3|4-3-5,81.20|143.70,2,1,0,200,0
2026_03,6220260228030002,OH_HIGH,MKT1,7,0.0,1-4-5,5-7-1,0.0,6,4-5-1,84.40,1,1,0,100,0
2026_03,6220260228030002,OH_HIGH,MKT2,7,0.0,1-4-5,5-7-1,0.0,6,4-5-1|4-1-5,84.40|113.40,2,1,0,200,0
2026_03,6220260228030003,BASE,MKT1,7,0.0,2-4-5,7-2-6,0.0,6,5-2-4,2159.60,1,1,0,100,0
2026_03,6220260228030003,BASE,MKT2,7,0.0,2-4-5,7-2-6,0.0,6,5-2-4|2-4-5,2159.60|2334.30,2,1,0,200,0
2026_03,6220260228030003,OH_HIGH,MKT1,7,0.0,1-2-3,7-2-6,0.0,6,1-2-3,408.00,1,1,0,100,0
2026_03,6220260228030003,OH_HIGH,MKT2,7,0.0,1-2-3,7-2-6,0.0,6,1-2-3|3-2-1,408.00|438.40,2,1,0,200,0
2026_03,6220260228030004,BASE,MKT1,1,0.0,3-5-7,2-1-5,0.0,6,3-5-7,465.70,1,1,0,100,0
2026_03,6220260228030004,BASE,MKT2,1,0.0,3-5-7,2-1-5,0.0,6,3-5-7|5-3-7,465.70|496.30,2,1,0,200,0
2026_03,6220260228030004,OH_HIGH,MKT1,1,0.0,3-4-5,2-1-5,0.0,6,4-3-5,36.40,1,1,0,100,0
2026_03,6220260228030004,OH_HIGH,MKT2,1,0.0,3-4-5,2-1-5,0.0,6,4-3-5|3-4-5,36.40|43.30,2,1,0,200,0
